X,Y
939.500,653.750
940.500,654.000
942.250,655.500
943.250,656.500
944.250,657.250
944.500,657.500
945.000,658.000
946.250,658.750
946.500,659.250
947.250,659.500
947.750,660.000
948.000,660.250
948.500,661.000
949.000,661.500
950.000,662.750
950.500,663.250
950.750,663.750
951.500,665.250
952.000,666.250
952.750,667.750
953.000,668.750
953.500,669.250
953.750,670.000
954.250,670.750
954.750,671.500
955.250,672.250
955.250,672.750
955.750,673.750
956.000,674.250
956.250,674.750
956.500,675.250
956.750,675.750
957.250,676.500
957.750,677.250
958.250,678.000
959.000,679.750
959.250,680.250
960.000,681.500
960.500,682.500
961.000,683.250
961.500,684.500
962.000,685.500
963.000,686.750
963.500,687.750
964.250,689.000
964.750,689.750
965.000,690.500
965.750,691.750
966.000,692.250
966.750,693.250
967.000,694.000
967.750,695.000
968.500,695.750
968.750,696.750
969.250,697.000
969.500,697.750
970.000,698.250
970.500,699.250
971.000,700.000
971.250,700.500
971.750,701.000
972.250,701.500
973.000,702.500
974.500,704.250
975.250,705.250
976.000,706.500
976.750,707.250
977.500,708.250
978.250,709.250
979.750,711.250
981.500,714.000
983.000,716.250
984.750,718.000
986.250,719.500
987.500,721.000
988.000,721.750
988.500,722.750
989.000,723.500
990.000,724.750
990.750,725.750
991.500,726.750
992.000,727.250
992.250,727.750
992.750,728.500
993.250,729.000
993.750,729.750
994.750,730.750
995.000,731.000
995.500,731.750
996.000,732.000
996.750,733.250
998.250,735.000
998.750,736.000
999.250,737.250
999.750,737.750
1000.250,738.500
1000.500,739.000
1001.000,740.000
1001.250,740.500
1001.750,741.500
1002.000,742.250
1002.250,742.750
1002.500,743.250
1003.000,744.250
1003.250,745.250
1003.500,745.750
1003.750,746.500
1004.250,747.750
1004.750,748.750
1005.500,749.750
1005.750,750.500
1006.250,751.750
1006.750,753.000
1007.250,754.250
1007.750,755.250
1008.250,755.750
1008.500,756.000
1009.250,756.750
1009.750,757.500
1010.250,758.500
1010.750,759.500
1011.000,760.000
1011.250,760.500
1011.250,761.000
1011.750,762.000
1012.000,763.000
1012.250,764.000
1012.500,765.250
1013.000,766.250
1013.250,767.000
1013.500,767.750
1013.750,768.500
1014.000,769.250
1014.000,770.750
1014.250,771.750
1014.250,773.500
1014.250,774.250
1014.500,775.250
1014.500,776.500
1014.750,777.250
1014.750,778.000
1014.500,778.750
1014.250,779.250
1014.000,780.000
1013.250,780.500
1012.750,781.500
1012.250,782.000
1011.500,783.000
1011.250,783.250
1011.250,783.500
1010.750,783.750
1010.500,784.000
1010.250,784.250
1010.000,784.500
1009.250,785.500
1008.500,786.000
1007.500,786.500
1006.500,787.750
1005.750,788.250
1005.250,789.000
1005.000,789.000
1004.500,789.500
1003.750,790.000
1003.250,790.750
1002.750,791.250
1002.250,791.750
1002.000,792.000
1001.750,792.250
1001.500,792.500
1001.000,793.000
1000.750,793.000
1000.750,793.250
1000.250,793.500
1000.000,794.000
999.250,794.750
998.750,795.000
998.250,795.250
997.500,795.750
997.000,796.000
995.750,797.250
994.500,797.750
993.250,798.250
992.250,798.750
991.250,799.000
990.250,799.250
989.500,799.500
988.750,800.250
987.250,800.500
986.250,801.000
986.000,801.250
985.500,801.250
985.250,801.500
984.750,801.750
983.750,802.000
983.250,802.000
982.250,802.000
982.000,802.000
981.000,802.000
980.500,802.000
979.500,802.000
978.750,802.000
978.250,802.000
977.750,802.000
977.250,802.000
976.500,801.750
975.500,801.750
974.750,801.750
974.250,801.750
973.500,801.750
972.750,801.750
971.750,801.250
971.250,801.250
970.000,801.000
968.500,801.000
967.500,801.000
966.500,801.000
965.750,801.000
965.500,800.750
964.750,800.500
964.500,800.250
964.000,800.250
963.250,800.000
962.250,800.000
961.500,800.000
960.250,799.750
959.000,799.250
958.000,799.000
956.000,798.500
955.250,798.250
954.250,798.000
953.500,798.000
952.750,797.750
951.000,797.750
950.750,797.250
949.000,796.750
947.750,796.500
947.000,796.250
946.000,796.000
944.750,795.750
943.500,795.500
942.750,795.250
940.750,795.000
939.750,794.750
938.750,794.750
937.750,794.250
936.250,793.750
935.250,793.750
934.500,793.250
933.250,793.250
932.250,793.250
931.500,793.000
931.000,793.000
929.750,793.000
929.000,793.000
928.500,793.000
928.000,793.000
927.500,793.000
926.750,793.000
925.750,793.000
924.750,793.000
924.250,793.000
923.750,793.000
922.750,793.000
920.500,793.750
918.250,794.250
917.000,794.500
914.500,794.750
913.000,794.750
911.750,795.000
910.250,795.250
909.250,795.500
908.000,795.750
907.000,796.000
906.500,796.250
905.750,796.250
904.250,797.000
902.250,797.750
901.000,798.250
899.500,799.000
898.750,799.750
897.500,800.500
896.750,801.000
895.250,802.000
893.500,803.250
892.500,803.750
890.250,805.000
889.250,805.750
888.000,806.750
887.750,807.250
887.000,807.750
886.750,808.000
886.250,808.500
885.750,808.750
885.250,809.250
884.750,809.750
884.500,809.750
884.250,810.000
883.750,810.750
883.250,811.000
883.000,811.250
881.750,812.250
881.000,813.000
880.500,813.500
879.250,815.000
879.000,815.250
878.750,815.750
878.250,816.250
878.000,816.500
877.250,817.500
