X,Y
1004.250,208.750
1004.250,209.750
1004.250,211.250
1004.250,212.250
1004.250,212.750
1004.250,213.000
1004.250,213.750
1004.250,214.000
1004.250,214.250
1004.250,214.500
1004.250,214.750
1004.250,215.000
1004.250,215.250
1004.250,215.750
1004.250,216.000
1004.250,216.500
1004.250,216.750
1004.250,217.250
1004.250,217.750
1004.250,218.250
1004.250,219.000
1004.250,219.250
1004.250,219.500
1004.500,219.750
1004.500,220.000
1004.500,220.500
1004.500,221.000
1004.500,221.500
1004.500,222.000
1004.500,222.250
1004.500,222.500
1004.500,222.750
1004.500,223.000
1004.500,223.500
1004.500,224.250
1004.500,224.750
1004.500,225.000
1004.500,225.500
1004.500,226.500
1004.500,227.000
1004.500,228.000
1004.250,229.000
1004.250,230.000
1004.250,230.750
1004.250,231.250
1004.250,232.000
1004.000,232.750
1004.000,233.500
1004.000,234.500
1003.750,235.250
1003.750,236.000
1003.750,236.750
1003.750,237.250
1003.500,238.000
1003.500,239.000
1003.500,239.500
1003.500,239.750
1003.500,240.250
1003.500,241.250
1003.500,241.500
1003.500,241.750
1003.500,242.250
1003.500,242.750
1003.500,243.750
1003.500,244.250
1003.500,245.000
1003.500,245.750
1003.500,246.750
1003.500,247.500
1003.500,248.250
1003.500,249.250
1003.500,249.750
1003.500,250.500
1003.500,251.000
1003.500,251.750
1003.500,252.250
1003.750,253.000
1003.750,253.750
1004.000,254.500
1004.000,255.000
1004.000,255.750
1004.250,256.250
1004.250,257.000
1004.500,257.750
1004.500,258.750
1004.500,259.250
1004.750,259.750
1004.750,260.750
1004.750,261.500
1005.000,261.750
1005.000,262.000
1005.000,262.500
1005.250,263.000
1005.250,263.500
1005.250,264.250
1005.500,265.250
1005.500,265.750
1005.500,266.500
1005.500,267.000
1005.500,268.000
1005.500,268.750
1005.500,269.500
1005.500,270.250
1005.500,270.750
1005.500,271.250
1005.500,271.750
1005.500,272.500
1005.500,273.250
1005.500,274.000
1005.500,275.250
1005.750,275.500
1005.750,276.500
1005.750,277.500
1005.750,279.000
1005.750,279.750
1006.000,280.500
1006.000,281.000
1006.000,281.500
1006.000,283.000
1006.000,283.750
1006.000,285.750
1006.000,286.500
1006.000,287.250
1006.000,287.750
1006.000,288.500
1006.000,289.250
1006.000,290.000
1006.000,291.000
1006.000,292.000
1006.000,292.750
1006.500,293.500
1006.500,294.750
1006.500,295.750
1006.500,296.750
1006.500,297.250
1006.500,297.750
1006.500,298.500
1006.750,299.250
1006.750,300.000
1007.000,300.500
1007.000,301.250
1007.250,302.000
1007.250,302.500
1007.500,303.000
1007.500,303.750
1007.750,304.250
1007.750,304.750
1008.000,305.250
1008.250,306.000
1008.250,306.500
1008.500,307.000
1008.500,307.250
1008.500,307.750
1008.750,308.500
1009.000,309.000
1009.250,309.750
1009.500,310.250
1009.500,310.500
1009.500,310.750
1009.750,311.000
1009.750,311.500
1010.000,312.250
1010.250,312.750
1010.500,313.250
1010.750,313.750
1011.000,314.250
1011.250,314.500
1011.500,315.000
1011.500,315.250
1011.750,315.500
1011.750,315.750
1011.750,316.000
1012.000,316.250
1012.000,316.750
1012.000,317.000
1012.000,317.250
1012.250,317.500
1012.250,318.000
1012.500,318.500
1012.750,318.750
1013.000,319.250
1013.250,319.750
1013.250,320.500
1013.500,320.750
1013.500,321.500
1013.750,322.500
1013.750,323.000
1014.000,323.500
1014.000,323.750
1014.250,323.750
1014.250,324.000
1014.500,324.250
1014.500,324.750
1014.750,325.000
1015.000,325.750
1015.250,326.250
1015.500,327.000
1015.750,327.750
1016.000,328.250
1016.000,329.000
1016.000,329.500
1016.000,330.250
1016.250,330.500
1016.250,331.500
1016.500,332.000
1016.750,332.500
1016.750,333.250
1017.000,333.750
1017.000,334.250
1017.250,334.500
1017.250,335.250
1017.500,335.500
1017.500,335.750
1017.500,336.000
1017.750,336.500
1017.750,336.750
1017.750,337.000
1017.750,337.250
1017.750,337.750
1017.750,338.500
1017.750,338.750
1017.750,339.250
1017.750,339.750
1017.750,340.250
1017.750,340.750
1017.750,341.250
1017.750,341.500
1017.750,341.750
1017.750,342.000
1017.750,342.250
1017.750,342.500
1017.750,342.750
1017.750,343.000
1017.750,343.250
1017.750,343.750
1017.750,344.500
1017.750,345.000
1017.500,345.250
1017.500,345.500
1017.000,346.250
1016.500,347.000
1016.500,347.500
1016.250,347.750
1016.250,348.250
1016.000,348.500
1016.000,349.000
1015.750,349.250
1015.750,349.500
1015.500,350.000
1015.250,350.250
1015.250,350.750
1015.000,351.000
1015.000,351.250
1014.750,352.000
1014.250,352.750
1014.250,353.250
1014.000,353.750
1013.500,354.750
1013.250,355.250
1013.250,355.750
1013.000,356.750
1013.000,357.250
1012.750,358.250
1012.750,359.000
1012.750,359.500
1012.750,360.250
1012.500,360.750
1012.500,361.250
1012.250,362.000
1012.250,362.250
1012.000,362.750
1011.750,363.000
1011.750,363.500
1011.250,364.000
1010.750,365.000
1010.750,365.250
1010.250,365.750
1010.250,366.500
1009.750,367.000
1009.750,367.250
1009.250,368.000
1009.000,368.250
1008.500,368.750
1008.250,369.250
1007.500,369.750
1007.250,370.250
1007.000,370.750
1006.750,371.000
1006.750,371.250
1006.500,371.500
1006.250,371.750
1006.000,372.000
1006.000,372.250
1005.750,372.500
1005.250,373.000
1004.750,373.750
1004.250,374.500
1003.500,375.000
1003.250,375.500
1002.500,375.750
1002.000,376.250
1001.500,376.750
1001.000,377.250
1000.250,377.750
999.750,378.500
999.250,379.250
998.750,379.750
998.500,380.250
998.250,380.250
998.250,380.500
998.000,380.750
998.000,381.000
997.750,381.500
997.500,382.000
997.500,382.250
997.250,382.750
997.000,383.250
996.750,383.500
996.500,383.750
996.500,384.500
996.000,385.000
995.750,385.250
995.750,385.500
995.500,385.500
995.500,386.000
995.250,386.250
995.250,386.500
995.000,386.500
994.750,386.750
994.500,387.250
994.250,387.750
993.750,388.250
993.500,389.000
993.250,389.750
992.750,390.500
992.500,391.250
992.000,392.750
991.500,393.500
991.250,394.000
991.000,394.500
990.500,395.000
990.500,395.250
990.250,395.750
990.000,396.250
989.750,396.500
989.750,396.750
989.500,397.250
989.500,397.500
989.250,397.500
989.250,398.000
989.000,398.250
989.000,398.750
988.750,399.000
988.500,399.500
988.250,399.750
987.750,400.750
987.250,401.000
987.250,401.250
987.000,401.500
987.000,402.000
986.750,402.250
986.750,402.500
986.500,402.750
986.500,403.000
986.500,403.500
986.250,403.750
986.250,404.000
986.000,404.750
986.000,405.000
985.750,405.250
985.750,405.750
985.500,406.250
985.500,406.500
985.250,406.750
985.000,407.500
985.000,408.000
985.000,408.250
984.750,408.750
984.500,409.250
984.500,409.500
984.250,409.750
984.250,410.000
984.000,410.750
983.750,411.250
983.500,412.000
983.000,413.250
982.500,414.250
982.250,414.750
981.750,415.500
981.500,415.750
981.250,416.000
981.250,416.250
981.000,416.500
981.000,416.750
980.750,417.000
980.500,417.500
980.250,418.000
980.000,418.250
979.500,418.750
979.250,419.250
979.250,419.750
979.000,420.250
978.750,420.750
978.500,421.250
978.000,421.750
977.750,422.250
977.500,423.000
977.250,423.250
977.250,423.500
977.000,424.250
976.750,424.750
976.250,425.250
976.250,425.750
975.750,426.250
975.500,427.000
975.250,427.500
975.000,428.000
974.750,428.250
974.500,429.250
974.000,429.750
974.000,430.000
973.750,430.250
973.500,430.500
973.500,430.750
973.250,430.750
973.250,431.000
972.750,431.500
972.500,432.000
972.250,432.250
972.250,432.750
972.000,433.000
971.750,433.250
971.500,433.750
971.250,434.000
971.250,434.500
971.000,434.750
970.750,435.250
970.250,435.750
969.750,436.250
969.500,436.500
969.250,437.000
968.750,437.250
968.500,437.750
968.250,438.000
968.000,438.250
967.750,438.500
967.250,439.000
967.000,439.500
966.250,440.000
966.000,440.250
965.750,440.500
965.250,440.750
965.000,441.000
964.750,441.000
964.500,441.250
964.250,441.500
964.000,441.750
963.750,442.000
963.500,442.250
963.250,442.500
963.000,442.750
962.750,443.000
962.500,443.250
962.250,443.500
961.750,443.750
961.500,444.000
961.250,444.250
961.000,444.750
960.750,444.750
960.500,445.000
960.250,445.250
960.000,445.750
959.750,446.250
959.750,446.500
959.500,446.750
959.500,447.000
959.250,447.250
959.000,447.750
958.750,448.000
958.750,448.250
958.750,448.500
958.500,448.750
958.500,449.000
958.250,449.500
958.000,450.000
958.000,451.000
958.000,451.500
957.750,451.750
957.750,452.000
957.750,452.500
957.500,452.750
957.250,453.000
957.250,453.250
957.250,453.500
957.000,453.750
956.750,454.000
956.500,454.500
956.250,455.500
956.000,456.250
955.750,457.250
955.250,458.000
955.000,458.250
954.750,459.000
954.500,459.250
954.500,459.500
954.500,459.750
954.500,460.000
954.250,460.500
954.000,460.750
953.750,461.250
953.500,461.500
953.250,462.000
953.250,462.250
953.000,462.750
952.750,463.250
952.750,463.750
952.500,463.750
952.500,464.250
952.500,464.500
952.250,464.750
952.250,465.000
952.250,465.250
952.250,465.500
952.000,466.000
952.000,466.500
951.750,466.750
951.750,467.250
951.500,467.750
951.250,468.000
951.000,468.500
950.750,468.750
950.500,469.000
950.500,469.500
950.250,469.500
950.000,469.750
950.000,470.000
949.750,470.250
949.750,470.500
949.500,470.750
949.500,471.000
949.250,471.500
949.000,472.250
948.750,472.750
948.500,473.500
948.000,474.000
948.000,474.500
947.750,474.750
947.750,475.000
947.500,475.500
947.500,476.000
947.250,476.750
947.000,477.000
947.000,477.250
946.750,477.500
946.750,478.000
946.500,478.250
946.250,479.000
946.000,479.500
945.750,480.250
945.500,481.000
945.500,481.750
945.250,482.250
945.000,482.750
944.750,483.000
944.750,483.250
944.500,483.750
944.250,484.250
944.250,484.750
944.000,485.500
943.750,485.750
943.500,486.250
943.500,486.500
943.250,486.750
943.000,487.250
943.000,487.500
942.750,488.000
942.500,488.250
942.250,488.750
942.250,489.500
942.000,489.750
941.750,490.250
941.500,490.750
941.250,491.250
941.000,491.500
940.750,491.750
940.500,492.000
940.250,492.500
940.000,492.750
939.750,493.250
939.500,493.500
939.250,493.500
939.250,493.750
939.000,494.000
938.750,494.250
938.500,494.750
938.250,495.250
937.750,495.750
937.750,496.000
937.500,496.250
937.250,496.500
936.750,497.000
936.500,497.250
935.750,498.500
935.250,498.750
935.000,499.000
934.750,499.500
934.500,499.500
934.000,500.000
933.750,500.250
933.500,500.500
933.000,500.750
932.750,500.750
932.750,501.000
932.000,501.500
931.250,501.750
930.750,502.250
930.250,502.500
930.000,502.500
929.750,502.750
929.500,502.750
929.000,503.000
927.750,503.500
927.000,503.750
926.750,503.750
926.500,503.750
926.250,503.750
926.000,504.000
925.750,504.000
925.500,504.000
925.250,504.500
925.000,504.750
924.750,504.750
924.500,505.000
924.250,505.500
923.750,505.750
923.500,506.000
923.500,506.250
923.250,506.250
922.750,506.500
922.500,506.750
922.500,507.000
922.250,507.000
922.000,507.250
921.750,507.250
921.500,507.500
921.250,507.750
921.250,508.000
921.000,508.250
920.750,508.500
920.750,508.750
920.500,509.000
920.250,509.250
920.250,509.500
919.500,510.250
919.250,511.000
918.750,511.500
918.500,512.000
918.500,512.250
918.250,512.500
918.250,512.750
918.000,513.000
917.750,513.250
917.500,513.500
917.250,513.500
917.250,513.750
917.000,514.000
916.750,514.250
916.750,514.750
916.500,514.750
916.500,515.250
916.250,515.500
916.250,515.750
916.000,516.250
915.500,516.750
915.500,517.250
915.000,517.500
914.750,518.250
914.500,519.000
914.250,519.500
914.250,519.750
914.000,520.250
913.750,520.750
913.750,521.000
913.500,521.500
913.500,521.750
913.250,521.750
913.250,522.000
913.000,522.250
913.000,522.500
912.750,522.750
912.750,523.000
912.500,523.250
912.500,523.500
912.250,523.750
912.000,524.000
911.750,524.500
911.500,524.750
911.250,525.250
911.000,525.250
910.750,525.500
910.250,526.000
910.000,526.250
909.250,527.000
909.000,527.250
908.750,527.750
908.500,527.750
908.500,528.000
908.250,528.250
908.000,528.500
908.000,528.750
907.500,529.250
907.250,529.750
907.000,530.000
907.000,530.250
906.750,530.500
906.500,530.750
906.250,531.000
906.000,531.500
906.000,531.750
905.500,532.250
905.250,532.750
905.000,533.000
904.250,533.750
904.000,534.000
903.500,534.250
902.500,535.250
902.000,535.750
901.500,536.000
901.000,536.750
900.250,537.250
899.750,537.750
899.500,538.000
899.250,538.250
899.000,538.250
898.750,538.500
898.750,538.750
898.500,538.750
898.250,539.000
898.000,539.250
897.750,539.250
897.500,539.500
897.000,539.750
896.750,540.000
896.250,540.000
895.750,540.250
895.500,540.500
895.000,540.500
894.750,540.750
893.750,541.250
893.000,541.500
892.250,541.750
891.750,542.000
891.250,542.000
890.750,542.250
890.000,542.500
889.500,542.750
889.250,542.750
888.750,543.000
888.500,543.000
888.000,543.250
887.750,543.500
887.500,543.500
887.250,543.750
887.000,543.750
886.500,544.000
886.000,544.250
885.750,544.250
885.500,544.500
885.250,544.500
884.500,544.750
884.000,545.000
883.750,545.250
883.250,545.500
883.000,545.500
882.750,545.500
882.500,546.000
881.750,546.000
881.750,546.250
881.500,546.250
881.250,546.250
880.250,546.750
879.500,547.250
878.750,547.750
878.250,547.750
877.750,548.000
877.250,548.250
877.000,548.250
876.500,548.500
876.000,548.750
875.250,549.000
874.750,549.000
874.250,549.000
873.750,549.250
873.500,549.250
873.250,549.250
872.750,549.250
872.000,549.250
871.250,549.250
870.500,549.250
870.000,549.250
869.250,549.250
868.750,549.250
868.250,549.250
868.000,549.250
867.500,549.250
867.000,549.250
866.500,549.250
865.750,549.250
865.250,549.250
865.000,549.250
