X,Y
1.000,180.000
2.667,181.000
4.000,182.000
4.667,183.000
5.667,183.333
6.667,184.000
7.333,184.333
8.000,184.667
8.667,185.000
9.000,185.000
9.667,185.333
10.333,185.667
10.667,185.667
11.000,185.667
11.667,186.000
12.333,186.000
12.667,186.000
13.333,186.000
14.000,186.000
14.333,186.333
15.333,186.333
15.667,186.333
16.333,186.333
17.000,186.333
17.333,186.333
18.000,186.667
18.667,186.667
19.333,186.667
20.667,186.667
21.000,186.667
21.667,186.667
22.000,186.667
22.667,186.667
23.000,186.667
23.333,186.667
23.667,186.667
24.000,186.667
24.333,186.667
24.667,186.667
25.333,186.667
25.667,186.667
26.000,186.667
26.667,186.667
27.333,186.667
28.000,186.667
28.333,186.667
29.000,186.667
29.667,186.667
30.333,186.667
31.333,186.667
32.000,186.667
32.667,186.667
33.000,186.667
33.333,186.667
34.333,186.667
34.667,186.667
35.333,186.667
35.667,186.667
36.000,186.667
36.333,186.667
36.667,186.667
37.000,186.667
37.667,187.000
38.333,187.000
38.667,187.000
39.667,187.000
40.333,187.000
41.000,187.000
41.667,187.000
42.333,187.000
43.333,187.000
43.667,187.333
44.000,187.333
44.667,187.333
45.333,187.667
45.667,187.667
46.667,187.667
47.667,187.667
48.667,187.333
49.333,187.333
51.000,187.333
52.000,187.333
52.667,187.333
53.333,187.333
54.000,187.333
54.667,187.333
55.333,187.333
55.667,187.333
56.000,187.333
57.333,187.333
58.000,187.333
58.667,187.667
59.333,187.667
60.000,187.667
61.000,187.667
62.000,187.667
62.667,187.667
63.667,187.667
64.333,187.667
65.333,187.667
66.000,187.667
67.667,187.667
68.667,187.667
69.667,187.667
70.667,187.667
71.667,187.667
72.333,187.667
73.000,188.000
74.000,188.000
74.667,188.000
75.333,188.000
76.000,188.000
76.667,188.333
77.000,188.333
77.333,188.333
78.000,188.667
78.333,188.667
79.000,188.667
79.333,189.000
80.000,189.333
81.000,189.333
82.000,189.333
82.333,189.333
83.333,189.333
84.000,189.667
84.333,189.667
84.667,189.667
85.333,189.667
86.000,190.000
86.333,190.000
86.667,190.000
87.333,190.000
87.667,190.333
88.333,190.333
88.667,190.333
89.333,190.333
89.667,190.333
90.333,190.333
91.000,190.333
91.000,190.667
91.333,190.667
91.667,190.667
92.000,190.667
