X,Y
172.333,0.667
172.333,2.000
172.333,2.333
172.000,3.000
171.667,3.667
171.667,4.000
171.333,4.333
171.333,4.667
171.000,5.000
170.667,5.333
170.667,5.667
170.333,6.000
170.000,6.667
169.667,7.000
169.333,7.333
169.333,7.667
169.000,8.000
168.667,8.333
168.667,8.667
168.333,8.667
168.000,9.000
168.000,9.333
167.667,9.333
167.667,10.000
167.333,10.000
167.000,10.333
167.000,10.667
166.667,11.000
166.333,11.333
166.000,11.667
166.000,12.000
165.667,12.000
165.667,12.333
165.333,12.333
165.333,12.667
165.000,13.000
164.667,13.000
164.667,13.333
164.667,13.667
164.667,14.000
164.333,14.333
164.333,14.667
164.333,15.000
164.333,15.667
164.000,15.667
164.000,16.000
164.000,16.333
164.000,16.667
164.000,17.000
164.000,17.333
163.667,17.667
163.667,18.333
163.667,18.667
163.667,19.000
163.667,19.333
163.333,19.667
163.333,20.000
163.000,20.000
163.000,20.333
162.667,20.667
162.333,21.000
162.000,21.333
161.667,21.333
161.333,21.667
161.000,21.667
160.667,21.667
160.000,22.000
160.000,22.333
159.333,22.667
159.000,23.000
158.333,23.333
158.000,23.667
157.667,23.667
157.333,24.000
157.000,24.000
156.667,24.333
156.333,24.667
156.000,24.667
156.000,25.000
155.667,25.333
155.333,25.667
155.000,26.000
154.667,26.333
154.333,26.667
154.333,27.000
154.000,27.000
154.000,27.333
153.667,27.333
153.333,27.667
153.000,27.667
152.667,28.000
152.333,28.333
152.000,28.667
151.667,28.667
151.333,29.000
151.000,29.333
150.667,29.667
150.333,30.000
150.000,30.333
149.667,30.667
149.333,30.667
148.667,31.000
148.333,31.333
148.000,32.000
147.333,32.333
147.000,32.667
146.667,33.000
146.333,33.333
146.000,33.667
145.667,34.000
145.333,34.000
145.333,34.333
145.000,34.667
145.000,35.000
144.667,35.333
144.333,35.667
144.000,36.000
143.667,36.333
143.333,36.667
143.333,37.000
143.000,37.000
143.000,37.333
143.000,37.667
142.667,38.000
142.667,38.333
142.667,38.667
142.333,39.333
142.333,39.667
142.000,40.000
142.000,40.333
141.667,40.667
141.667,41.000
141.333,41.333
141.333,41.667
141.000,42.000
141.000,42.333
141.000,42.667
140.333,43.000
140.333,43.333
140.333,44.000
140.000,44.333
140.000,44.667
139.667,45.000
139.667,45.333
139.333,45.667
139.333,46.000
139.000,46.333
139.000,47.000
138.667,47.333
138.667,47.667
138.333,48.333
138.333,48.667
138.000,49.000
138.000,49.667
138.000,50.333
138.000,50.667
137.667,51.000
137.667,51.333
137.667,51.667
137.667,52.000
137.667,52.333
137.667,52.667
137.667,53.000
137.667,53.333
137.333,53.667
137.333,54.000
137.333,54.333
137.333,54.667
137.333,55.000
137.333,55.333
137.333,55.667
137.333,56.000
137.333,56.333
137.333,56.667
137.333,57.000
137.000,57.333
137.000,57.667
136.667,58.000
136.667,58.667
136.667,59.000
136.667,59.333
136.333,59.667
136.333,60.000
136.000,60.333
136.000,61.000
136.000,61.333
136.000,62.000
135.667,62.333
135.667,62.667
135.333,63.000
135.333,63.333
135.333,64.000
135.333,64.333
135.000,64.333
135.000,64.667
134.667,65.333
134.333,65.667
134.333,66.333
134.333,66.667
133.667,67.333
133.667,67.667
133.333,68.000
133.333,68.333
133.333,68.667
133.333,69.000
133.000,69.000
133.000,69.333
133.000,69.667
133.000,70.000
133.000,70.333
133.000,70.333
133.000,70.667
133.000,71.000
133.000,71.333
133.000,71.667
133.000,72.000
133.000,72.333
133.000,72.667
133.000,73.000
133.000,74.000
133.000,74.333
133.000,74.667
133.667,75.000
133.667,75.333
133.667,75.667
133.667,76.000
133.667,76.333
133.667,76.667
133.667,77.000
134.000,77.667
134.000,78.000
134.000,78.333
134.000,78.667
134.000,79.000
134.000,79.333
134.000,79.667
134.000,80.000
134.333,80.000
134.333,80.333
134.333,80.667
134.333,81.000
134.333,81.333
134.333,81.667
134.333,82.000
134.333,82.333
134.667,82.667
134.667,83.000
134.667,83.333
134.667,83.667
134.667,84.000
134.667,84.667
134.667,85.000
134.667,85.333
134.667,86.000
134.667,86.333
134.667,86.667
134.667,87.000
135.000,87.333
135.000,87.667
135.000,88.000
135.000,88.333
135.333,88.667
135.333,89.000
135.333,89.333
135.333,89.667
135.333,90.000
135.333,90.667
135.333,91.000
135.333,91.333
