X,Y
645.333,127.000
646.667,127.000
647.333,127.000
648.000,127.333
649.000,127.667
649.667,128.000
650.333,128.000
650.667,128.333
651.333,128.667
652.333,128.667
652.667,128.667
653.667,128.667
654.333,129.000
655.000,129.000
655.667,129.333
656.000,129.333
656.667,129.333
657.000,129.333
657.333,129.667
657.667,129.667
658.000,129.667
658.333,130.000
658.667,130.333
659.333,130.667
659.667,130.667
659.667,131.000
660.000,131.333
660.333,131.333
660.333,131.667
660.667,132.000
661.000,132.000
661.333,132.333
661.333,132.667
661.667,132.667
662.333,133.333
663.000,134.000
663.000,134.333
663.333,135.000
664.000,135.333
664.000,136.000
665.000,136.667
665.333,137.000
665.667,137.333
666.000,137.667
666.333,138.000
666.667,138.333
667.000,138.667
667.333,139.333
667.667,139.333
668.333,140.000
668.667,140.333
668.667,140.667
669.000,140.667
669.333,141.000
669.667,141.333
670.000,141.667
670.333,141.667
670.667,142.000
671.000,142.333
671.333,142.333
671.667,142.667
672.000,143.000
672.333,143.333
672.667,143.667
673.333,144.000
673.667,144.000
674.333,144.667
675.333,144.667
675.667,145.000
676.333,145.333
677.000,145.333
678.000,146.000
678.667,146.000
679.000,146.333
679.667,146.667
680.333,146.667
681.000,147.333
681.667,147.333
682.000,147.333
682.333,147.667
683.000,147.667
683.667,148.000
684.333,148.000
684.667,148.000
685.000,148.333
685.333,148.333
685.667,148.667
686.000,149.000
686.333,149.333
687.000,149.667
687.333,149.667
687.667,150.000
688.000,150.333
688.667,150.333
689.000,150.667
689.333,150.667
689.333,151.000
690.000,151.000
690.333,151.333
690.667,151.667
691.000,151.667
691.333,152.000
691.667,152.333
692.000,152.333
692.333,152.333
692.333,153.000
692.667,153.667
693.000,153.667
693.333,154.000
693.667,154.333
694.000,154.333
694.000,154.667
694.333,154.667
694.667,155.000
695.000,155.333
695.333,155.333
695.333,155.667
695.667,156.000
696.000,156.000
696.333,156.333
696.667,156.667
697.000,156.667
697.333,157.000
698.000,157.000
698.333,157.333
698.333,157.667
698.667,157.667
699.333,158.333
700.000,158.333
700.333,158.667
700.667,159.000
701.333,159.333
701.667,159.667
702.000,159.667
702.333,160.000
703.000,160.333
703.333,160.667
704.000,161.000
704.333,161.000
705.000,161.333
705.667,161.667
706.000,162.000
706.333,162.000
706.667,162.333
707.333,162.667
707.333,163.000
708.000,163.667
708.333,164.000
708.667,164.333
709.333,164.667
710.000,165.333
710.333,165.667
711.667,166.667
712.333,166.667
712.667,167.000
713.000,167.333
713.333,167.667
713.667,168.333
714.333,169.000
714.667,169.333
715.000,169.667
715.333,170.000
715.667,170.000
716.000,170.333
716.333,170.667
716.667,171.000
717.000,172.000
717.667,172.000
718.000,172.667
718.333,173.000
718.333,173.333
718.667,173.333
718.667,173.667
719.000,174.000
719.333,174.333
719.333,174.333
719.667,174.667
720.000,174.667
720.000,175.000
720.333,175.333
720.667,176.000
721.000,176.000
721.333,176.667
721.667,176.667
722.000,177.000
722.333,177.000
722.667,177.333
723.000,177.667
723.333,178.333
724.000,179.000
724.333,179.333
724.667,179.667
725.000,180.000
725.333,180.000
725.667,180.667
726.000,180.667
726.333,181.000
726.333,181.333
726.667,181.333
726.667,181.667
727.000,182.000
727.333,182.333
727.333,183.000
727.667,183.333
728.333,183.667
728.333,184.000
728.667,184.333
729.000,184.667
729.333,184.667
729.333,185.000
729.667,185.333
729.667,185.667
730.000,186.000
730.333,186.333
730.333,186.667
730.667,187.000
730.667,187.333
731.000,187.667
731.333,188.000
731.333,188.333
731.667,188.667
732.000,189.000
732.000,189.333
732.333,189.333
732.333,189.667
732.333,190.000
732.333,190.333
732.667,191.000
733.000,191.333
733.333,191.667
733.667,192.000
733.667,192.333
734.000,193.000
734.333,193.000
734.667,193.333
734.667,193.667
735.000,194.000
735.000,194.333
735.333,194.333
735.333,194.667
735.667,194.667
735.667,195.333
736.000,195.333
736.333,195.667
736.667,196.000
737.000,196.667
737.333,196.667
737.333,197.000
737.667,197.333
737.667,197.667
738.000,198.333
738.000,198.667
738.667,199.333
738.667,199.667
739.000,200.000
739.000,200.333
739.333,200.667
739.333,201.000
739.667,201.667
739.667,202.000
739.667,202.333
740.000,202.667
740.333,203.667
740.333,204.000
740.667,204.333
