X,Y
569.333,110.000
568.000,110.000
567.000,109.667
566.667,109.667
566.333,109.667
566.000,109.667
565.667,109.667
565.333,109.333
565.000,109.333
564.333,109.333
563.667,109.333
563.333,109.333
563.000,109.333
562.667,109.333
562.667,109.000
562.000,109.000
561.667,109.000
561.333,109.000
561.000,109.000
560.667,109.000
560.333,108.667
560.000,108.667
559.667,108.667
559.333,108.667
558.667,108.000
558.333,108.000
558.000,108.000
557.667,108.000
557.333,108.000
557.000,108.000
556.667,108.000
556.333,107.667
556.000,107.667
555.667,107.667
555.333,107.667
555.000,107.667
554.667,107.667
554.333,107.667
554.000,107.667
553.333,107.667
553.000,107.667
552.667,107.667
552.000,107.667
551.667,107.667
551.333,107.667
551.000,107.667
550.667,107.667
550.333,107.667
550.000,107.667
549.667,107.667
549.333,107.667
549.000,107.667
548.667,107.667
548.333,107.667
547.667,107.667
547.000,108.000
546.667,108.000
546.333,108.000
546.000,108.000
545.667,108.000
544.333,108.000
543.667,108.667
543.333,108.667
543.000,108.667
543.000,109.000
542.333,109.000
542.000,109.000
541.667,109.000
541.000,109.000
541.000,109.333
540.667,109.333
540.333,109.333
540.000,109.333
540.000,109.667
539.333,109.667
539.000,109.667
538.667,109.667
538.333,110.000
538.000,110.000
537.667,110.333
537.333,110.333
536.667,110.333
536.333,110.333
536.000,110.333
535.667,110.333
535.667,110.667
535.333,110.667
534.667,110.667
534.000,111.000
533.667,111.000
533.333,111.333
532.667,111.333
532.333,111.333
532.000,111.333
531.333,111.333
531.000,111.667
530.000,111.667
528.667,111.667
528.333,112.000
528.000,112.000
527.000,112.333
525.667,112.333
524.667,112.667
524.000,112.667
523.667,112.667
523.000,112.667
522.667,112.667
522.333,112.667
521.667,112.667
521.333,112.667
521.000,112.667
520.000,112.667
519.667,112.667
519.333,112.667
519.000,113.000
518.667,113.000
518.000,113.000
517.333,113.000
516.667,113.000
516.333,113.000
516.000,113.000
515.667,113.000
515.333,113.000
514.667,113.000
514.333,113.000
513.333,113.000
513.000,113.000
512.333,113.000
512.000,113.000
511.667,113.000
511.333,113.000
511.000,113.000
510.667,113.000
510.333,113.000
509.667,113.000
509.000,113.000
508.667,113.000
508.000,113.000
507.333,113.000
507.000,113.000
506.333,113.000
506.000,113.000
505.667,113.000
505.333,113.000
505.000,113.000
504.667,113.000
504.333,113.000
504.000,113.000
503.333,113.000
502.667,113.000
502.000,113.000
501.000,113.000
500.667,113.000
500.333,113.000
500.000,113.000
499.667,113.000
499.000,113.000
498.333,113.000
498.000,113.000
497.667,113.000
497.333,113.000
497.000,112.667
496.667,112.667
496.333,112.667
496.000,112.667
495.667,112.667
495.333,112.667
495.000,112.667
494.667,112.667
494.333,112.667
494.000,112.667
493.667,112.667
493.333,112.667
493.000,112.667
492.667,112.667
492.333,112.667
492.000,112.667
491.667,112.667
491.333,112.667
491.000,112.667
490.667,112.667
490.333,112.667
489.667,112.667
489.000,112.667
488.667,113.333
488.333,113.333
488.000,113.667
487.667,113.667
486.667,114.000
486.333,114.333
485.333,115.000
484.333,115.333
483.667,115.333
483.000,115.667
482.333,116.000
482.000,116.333
481.667,116.333
481.333,116.667
481.000,116.667
480.667,116.667
480.667,117.000
480.000,117.000
480.000,117.333
479.333,117.333
479.000,117.667
478.667,117.667
478.667,118.000
478.000,118.000
478.000,118.333
477.667,118.333
477.333,118.333
477.333,118.667
477.000,118.667
476.667,119.000
476.333,119.333
476.000,119.333
475.667,119.667
475.333,120.000
475.000,120.000
475.000,120.333
474.333,120.333
473.667,120.667
473.333,120.667
473.000,121.000
472.667,121.333
472.000,121.667
471.333,122.000
471.000,122.333
470.667,122.667
470.000,123.000
469.667,123.333
469.333,123.667
469.000,124.000
468.667,124.000
468.333,124.333
468.000,124.667
467.333,125.000
466.667,125.667
465.667,126.000
465.667,126.333
465.333,126.667
465.000,126.667
464.667,127.333
464.333,127.333
464.333,127.667
464.000,127.667
463.667,128.000
463.333,128.000
463.000,128.333
463.000,128.667
462.667,128.667
462.333,129.000
462.000,129.000
461.667,129.000
461.667,129.333
461.333,130.000
460.667,130.000
460.333,130.333
460.000,130.667
459.667,130.667
459.333,131.000
458.667,131.000
458.667,131.333
458.000,131.667
457.667,131.667
457.333,131.667
457.000,132.000
456.667,132.333
456.333,132.667
456.000,132.667
455.667,133.000
455.333,133.000
454.667,133.333
454.000,133.667
453.667,134.000
453.333,134.333
452.667,134.667
452.333,135.000
452.000,135.000
451.667,135.333
451.000,135.667
450.667,136.000
450.333,136.333
450.000,136.667
448.667,137.333
448.000,138.000
447.667,138.333
447.333,139.000
447.000,139.333
446.667,140.333
446.667,141.000
446.333,142.000
446.000,142.667
445.667,143.333
445.000,144.333
444.667,145.333
444.333,146.333
444.000,147.000
444.000,147.333
443.667,148.000
443.333,149.000
443.333,149.667
443.000,150.000
442.667,150.667
442.333,151.333
442.333,151.667
442.000,151.667
442.000,152.000
441.667,152.333
441.667,152.667
441.667,153.000
441.333,153.333
441.333,153.667
441.000,154.000
441.000,154.333
440.667,154.667
440.333,155.333
440.333,155.667
440.000,156.000
439.667,156.333
439.333,157.000
439.333,157.333
438.333,158.000
438.000,158.333
437.667,158.667
437.667,159.000
437.333,159.333
436.667,159.667
436.667,160.333
436.000,160.667
435.667,161.333
435.333,161.667
435.000,162.333
434.667,162.667
434.667,163.000
434.333,163.333
434.000,163.667
434.000,164.000
433.667,164.333
433.333,164.667
433.333,165.000
433.000,165.667
432.667,166.000
432.333,166.333
431.667,166.667
431.333,167.333
431.000,168.000
430.667,168.333
430.333,169.000
430.000,169.667
429.667,171.000
429.000,171.667
429.000,172.333
428.667,172.333
428.333,173.333
427.667,173.667
427.667,174.333
427.333,174.667
426.667,176.000
426.333,176.333
426.333,176.667
426.333,177.000
426.000,177.667
426.000,178.000
426.000,178.333
425.667,179.000
425.667,179.333
425.333,179.667
425.333,180.000
425.000,180.667
425.000,181.000
424.667,181.667
424.333,182.000
424.000,182.667
423.667,183.000
423.667,183.333
423.333,184.333
422.667,184.667
422.667,185.000
422.333,185.333
422.000,185.667
422.000,186.000
421.667,186.667
421.333,187.000
421.333,188.000
421.333,188.333
421.000,188.667
421.000,189.000
421.000,189.333
420.667,189.667
420.667,190.000
420.333,190.333
420.333,190.667
420.000,191.000
419.667,191.333
419.333,192.000
419.333,192.333
419.000,193.000
418.667,193.333
418.333,194.000
418.000,194.333
417.333,195.000
417.000,195.333
417.000,195.667
416.667,196.333
416.333,196.667
416.333,197.000
415.667,197.333
415.333,198.000
415.333,198.333
415.000,199.000
414.667,199.333
414.333,199.667
414.333,200.000
414.000,200.333
414.000,200.667
413.667,201.333
413.667,201.667
413.333,202.333
413.000,203.000
413.000,203.333
413.000,204.000
412.333,204.000
412.333,205.333
412.333,205.667
412.000,206.000
412.000,206.333
411.333,207.667
411.333,208.333
411.000,209.000
411.000,209.333
410.667,210.000
410.667,210.333
410.667,211.000
410.333,211.333
410.333,211.667
410.000,212.333
410.000,212.667
410.000,213.000
410.000,214.333
409.667,214.667
409.667,215.333
409.667,215.667
409.000,217.000
408.333,218.000
408.333,218.333
408.000,218.667
