X,Y
360.000,413.667
358.667,415.000
358.000,415.333
357.667,415.333
357.333,415.667
357.000,415.667
356.667,416.000
356.333,416.000
356.000,416.333
355.667,416.333
355.333,416.667
355.000,416.667
354.667,416.667
354.333,416.667
354.333,417.000
354.000,417.000
353.667,417.000
353.333,417.000
353.000,417.000
352.667,417.333
352.000,417.333
352.000,417.667
351.667,417.667
351.667,418.000
351.667,418.333
351.667,418.667
351.333,418.667
351.333,419.000
351.333,419.333
351.333,419.333
351.333,419.667
351.333,420.000
351.333,420.333
352.000,420.667
352.000,421.333
352.000,421.667
352.333,422.000
352.333,422.333
352.333,422.667
352.333,423.000
352.667,423.667
352.667,424.667
352.667,425.333
353.000,425.667
353.000,426.333
353.000,427.000
353.333,427.333
353.333,428.000
353.333,428.667
353.333,429.000
353.333,429.667
353.667,430.000
353.667,430.333
354.000,431.000
354.000,431.333
354.333,432.000
354.333,432.333
354.667,432.667
354.667,433.000
355.333,433.333
355.333,434.000
355.333,434.333
355.667,434.333
355.667,434.667
355.667,435.000
356.000,435.667
356.000,436.000
356.333,436.667
356.667,437.333
356.667,437.667
356.667,438.000
357.000,438.333
357.000,438.667
357.000,439.000
357.333,439.333
357.333,439.667
357.667,439.667
357.667,440.000
358.000,440.333
358.000,440.667
358.333,441.000
358.333,441.333
358.333,441.667
358.333,442.000
358.667,442.333
358.667,442.667
359.000,443.000
359.000,443.333
359.000,443.667
359.000,444.333
359.333,444.667
359.333,446.000
359.333,446.667
359.667,446.667
359.667,447.333
359.667,447.667
359.667,448.000
360.333,448.000
360.333,448.667
360.667,449.000
360.667,449.333
360.667,450.000
360.667,450.333
361.000,450.667
361.000,451.000
361.000,451.333
361.333,452.000
361.667,452.333
362.000,453.000
362.000,453.333
362.000,453.667
362.333,454.667
362.333,455.000
362.333,455.333
362.333,455.667
363.000,456.333
363.000,457.333
363.000,457.667
363.333,458.000
363.333,458.333
363.333,458.667
363.333,459.000
363.667,459.333
363.667,459.667
364.000,459.667
364.000,460.333
364.000,460.667
364.000,461.000
364.333,461.333
364.333,462.000
364.333,462.333
364.667,462.667
364.667,463.000
364.667,463.333
364.667,464.000
364.667,464.333
364.667,464.667
364.667,465.000
364.667,465.333
364.667,465.667
364.667,466.667
364.667,467.000
364.667,467.333
364.667,467.667
364.667,468.000
364.667,469.000
364.667,469.667
364.667,470.000
365.000,470.333
365.000,471.667
365.000,472.333
365.000,472.667
365.000,473.000
365.000,473.667
365.000,474.000
365.000,474.667
365.000,475.333
365.000,476.000
365.000,476.667
365.000,477.333
365.000,477.667
365.000,478.000
365.000,478.333
365.000,478.667
365.000,479.000
365.000,479.333
365.000,479.667
365.000,480.000
365.000,480.333
365.000,480.667
365.000,481.000
365.000,481.333
365.000,481.667
365.333,482.000
365.333,482.333
365.333,482.667
365.333,483.000
365.333,483.333
365.333,483.667
365.333,484.000
365.333,484.333
365.333,484.667
365.333,485.000
365.333,485.333
365.333,486.000
365.667,486.333
365.667,486.667
365.667,487.333
365.667,487.667
365.667,488.333
365.667,488.667
365.667,489.000
365.667,489.333
365.667,489.667
365.667,490.000
365.667,490.333
366.000,490.667
366.000,491.000
366.000,491.667
366.000,492.000
366.000,492.333
366.000,492.667
366.333,493.000
366.333,493.667
366.333,494.000
366.333,494.333
366.333,494.667
366.333,495.000
366.667,495.333
366.667,496.000
366.667,496.333
367.000,496.667
367.000,497.000
367.000,497.333
367.000,497.667
367.000,498.000
367.000,498.333
367.333,498.667
367.333,499.000
367.333,499.333
367.333,499.667
367.333,500.000
367.333,500.333
368.000,501.000
368.000,502.000
368.000,502.333
368.000,503.000
368.333,503.667
368.333,504.000
368.667,504.333
368.667,504.667
368.667,505.000
368.667,505.333
368.667,505.667
368.667,506.000
368.667,506.333
368.667,506.667
369.000,507.333
369.000,507.667
369.000,508.333
369.333,508.667
369.333,509.000
369.333,509.667
369.333,510.333
369.333,510.667
369.333,511.000
369.667,511.333
369.667,511.667
369.667,512.000
370.000,512.667
370.000,513.000
370.667,513.667
370.667,514.000
370.667,514.333
370.667,514.667
371.000,515.000
371.000,516.333
371.000,517.000
371.000,517.333
371.333,518.000
371.333,518.333
371.333,518.667
371.667,519.000
371.667,519.333
372.000,519.333
372.000,519.667
372.000,520.000
372.333,520.333
372.333,520.667
372.333,521.000
372.667,521.000
372.667,521.333
372.667,521.667
372.667,522.000
373.000,522.000
373.000,522.333
373.000,523.000
373.000,523.333
373.000,523.667
373.000,524.000
373.000,524.333
373.000,524.667
373.333,525.000
373.333,525.333
373.333,525.667
373.333,526.000
373.667,526.333
373.667,526.667
373.667,527.000
373.667,527.333
373.667,527.667
374.000,528.333
374.000,528.667
374.000,529.000
374.000,529.333
374.000,529.667
374.333,530.000
374.333,530.333
374.333,531.000
374.667,531.333
374.667,531.667
375.000,532.333
375.000,532.667
375.000,533.000
375.333,533.667
375.333,534.000
375.333,534.333
375.667,535.000
375.667,535.333
375.667,535.667
375.667,535.667
375.667,536.000
375.667,536.667
375.667,537.000
375.667,537.333
375.667,538.000
375.667,538.333
375.333,538.667
375.333,539.000
375.000,539.333
375.000,540.000
375.000,540.333
374.667,541.000
374.667,541.333
374.333,541.667
374.333,542.333
374.000,542.667
374.000,543.000
374.000,543.333
373.667,544.000
373.333,544.333
373.333,545.000
373.000,545.333
372.667,545.667
372.667,546.333
372.667,546.667
372.333,547.000
372.333,547.667
372.333,548.000
372.333,548.333
372.333,548.667
372.333,549.000
372.000,550.000
372.000,550.333
372.000,550.667
372.000,551.000
372.000,551.333
372.000,552.000
372.000,552.333
372.000,552.667
372.000,553.000
371.667,553.333
371.667,554.000
371.333,554.333
371.333,555.000
371.333,555.333
371.000,555.667
371.000,556.333
371.000,556.667
371.000,557.000
371.000,557.667
370.667,558.333
370.667,559.000
370.333,559.667
370.333,560.000
370.333,560.667
370.000,561.333
370.000,562.000
369.667,562.333
