X,Y
0.333,470.000
2.000,470.667
3.333,471.000
4.333,471.667
5.000,472.000
5.333,472.000
6.000,472.333
6.667,472.667
7.000,473.000
7.333,473.333
7.333,473.667
7.667,473.667
8.000,474.000
8.667,474.333
9.000,474.667
9.333,475.000
9.667,475.333
10.000,475.667
10.333,476.333
11.000,476.667
11.667,477.000
12.000,477.667
12.667,478.000
12.667,478.333
13.333,478.667
13.667,479.333
14.000,479.667
14.667,480.333
14.667,480.667
15.000,481.000
15.333,481.667
15.667,482.000
16.000,482.667
16.333,483.000
16.333,484.000
16.667,485.000
17.000,485.667
17.333,486.333
17.667,487.000
18.000,487.667
18.000,488.000
18.333,488.667
18.333,489.000
19.000,489.667
19.000,490.333
19.333,490.667
20.000,491.333
20.000,492.000
20.333,492.333
20.667,492.667
20.667,493.667
21.333,494.000
21.333,494.667
21.667,495.000
22.000,496.000
22.333,496.333
22.667,497.000
23.000,497.333
23.333,497.667
23.667,498.000
24.000,498.333
24.667,499.000
25.000,499.000
25.333,499.333
25.333,499.667
25.667,500.000
26.333,500.333
27.333,500.667
27.667,501.000
28.333,501.333
28.667,501.667
29.333,502.000
29.667,502.333
30.000,502.667
30.333,503.000
31.000,503.333
31.333,503.667
32.000,504.000
32.333,504.000
32.667,504.333
33.333,504.333
33.667,504.667
34.000,504.667
34.000,505.000
34.667,505.000
35.000,505.333
35.667,505.667
36.000,506.000
36.667,506.333
37.000,506.333
37.333,506.667
37.667,506.667
38.333,507.000
39.000,507.333
39.333,507.667
39.667,508.000
40.333,508.333
40.667,508.333
41.000,508.333
41.000,508.667
41.333,509.000
41.667,509.333
42.000,509.667
42.667,509.667
42.667,510.000
43.333,510.333
44.333,511.000
45.667,512.000
46.000,512.000
46.333,512.667
46.667,513.000
47.000,513.000
47.333,513.333
47.333,513.667
47.667,513.667
48.000,514.000
48.333,514.333
48.667,514.667
49.000,515.000
49.333,515.333
49.667,515.667
50.000,515.667
50.333,516.000
50.333,516.333
50.667,516.667
51.000,517.000
51.333,517.333
51.667,517.667
52.000,517.667
52.333,518.000
52.667,518.333
53.000,518.333
53.333,518.667
53.667,518.667
54.000,519.000
54.000,519.333
54.667,519.667
54.667,520.000
55.000,520.333
55.000,521.000
55.333,521.000
56.000,521.333
56.000,521.667
56.333,522.000
56.667,522.000
56.667,522.333
57.000,522.667
57.333,522.667
57.667,523.000
58.000,523.333
58.333,523.667
58.333,524.000
59.000,524.667
59.333,525.000
59.667,525.000
60.000,525.333
60.333,525.667
60.667,526.000
61.333,526.333
61.667,526.333
62.000,526.667
62.333,527.000
62.667,527.333
63.000,527.333
63.333,527.667
63.667,528.000
64.000,528.333
65.000,528.667
65.333,529.000
65.667,529.333
66.333,530.000
66.667,530.333
67.000,530.667
67.667,531.000
68.000,531.667
68.667,531.667
69.333,532.000
69.667,532.667
70.333,533.000
71.000,533.333
71.333,533.667
72.000,534.000
73.000,534.333
73.333,534.667
74.000,534.667
74.333,535.000
74.667,535.333
75.333,535.667
75.667,536.000
76.000,536.333
76.667,537.000
77.000,537.000
77.333,537.333
77.667,537.667
78.333,538.000
78.667,538.333
79.000,538.667
80.000,539.000
80.333,539.333
81.000,539.667
81.333,539.667
81.667,540.333
82.000,540.333
82.333,540.667
83.333,541.000
83.667,541.000
84.000,541.333
84.333,541.667
85.000,542.333
85.667,542.667
86.000,542.667
86.667,543.000
87.000,544.000
88.667,544.000
89.000,544.333
89.333,544.667
89.667,545.000
90.000,545.000
90.667,545.333
91.000,545.333
91.667,545.667
92.333,546.000
93.667,546.667
94.333,547.000
95.000,547.333
95.333,547.667
96.000,548.000
96.333,548.000
97.333,548.333
97.667,548.667
98.000,548.667
98.333,549.000
99.333,549.667
99.667,550.000
100.000,550.000
101.000,550.667
101.333,550.667
102.000,551.000
102.333,551.333
103.000,551.333
103.333,551.667
103.667,552.000
104.333,552.333
104.667,552.667
105.333,553.000
106.000,553.333
106.667,553.667
107.000,554.000
107.667,554.333
108.000,554.667
108.333,555.000
108.667,555.000
109.333,555.333
109.667,555.667
110.333,556.000
110.667,556.333
111.333,556.667
111.667,557.000
112.333,557.333
112.667,557.667
113.333,558.333
113.667,558.667
114.667,559.333
115.333,559.667
116.000,560.333
116.333,560.667
116.667,560.667
117.667,562.000
119.000,562.000
120.333,563.000
120.667,563.333
121.333,563.667
122.000,564.000
122.000,564.333
123.000,564.667
123.333,565.000
124.000,565.000
124.333,565.333
124.667,565.667
125.000,565.667
125.333,566.000
125.333,566.333
125.667,566.667
126.000,566.667
126.333,567.000
126.333,567.333
126.667,567.667
127.000,568.000
127.000,568.333
127.333,568.667
127.667,569.000
128.000,569.333
128.000,569.667
128.333,569.667
128.667,570.000
129.000,570.333
129.333,570.667
129.667,571.000
130.333,571.333
131.000,571.333
131.333,571.667
132.000,572.000
132.000,572.333
132.667,572.667
133.000,572.667
133.333,573.000
133.667,573.000
134.000,573.333
134.667,574.000
135.000,574.333
135.333,574.333
135.667,574.667
136.000,575.000
136.333,575.333
136.667,575.333
137.333,575.667
137.667,575.667
137.667,576.000
138.000,576.333
138.333,576.333
138.333,576.667
138.667,576.667
139.000,576.667
139.333,577.000
139.667,577.333
140.000,577.333
140.333,578.000
140.667,578.333
141.000,578.333
141.000,578.667
141.333,578.667
141.667,579.000
142.333,579.333
142.667,579.333
143.000,579.667
143.000,580.000
143.333,580.333
143.667,580.667
144.000,580.667
144.333,581.000
144.667,581.333
145.000,581.333
145.000,581.667
145.333,581.667
145.667,582.000
146.000,582.000
146.000,582.333
146.333,582.333
146.667,582.667
147.000,582.667
147.000,583.000
147.333,583.000
147.333,583.333
147.667,583.333
148.000,583.667
148.333,583.667
148.667,584.000
149.000,584.333
149.333,584.667
149.667,584.667
150.000,585.000
150.333,585.333
150.667,585.333
150.667,585.667
151.000,585.667
151.333,586.000
151.667,586.333
152.000,586.333
152.000,586.333
152.333,586.333
152.333,586.667
152.667,586.667
152.667,587.000
153.000,587.000
153.333,587.333
153.667,587.667
154.000,588.000
154.333,588.333
154.667,588.667
155.000,588.667
155.333,589.000
155.333,589.333
155.667,589.333
156.000,589.667
156.333,590.000
156.667,590.333
157.000,590.667
157.333,591.000
157.667,591.333
158.000,591.667
158.333,591.667
158.667,592.000
159.000,592.333
159.333,592.667
159.333,593.000
159.667,593.333
160.000,593.667
160.333,593.667
160.667,594.000
161.000,594.333
161.333,594.667
161.667,595.000
162.000,595.333
162.333,595.333
162.333,595.667
162.667,596.000
163.000,596.333
163.333,596.667
163.667,597.000
164.000,597.333
164.667,597.667
165.333,598.333
166.000,598.667
167.000,599.333
167.667,599.667
168.000,600.000
168.667,600.333
169.000,600.667
169.000,601.000
169.000,601.333
169.667,601.333
169.667,601.667
170.000,602.000
170.333,602.333
170.667,602.333
171.000,603.333
172.000,604.000
172.333,604.333
173.000,605.000
173.333,605.333
173.667,605.333
174.000,606.000
174.333,606.333
174.667,606.667
175.000,606.667
175.333,607.333
176.000,607.333
176.667,608.000
177.000,608.333
177.667,608.667
178.000,608.667
179.000,609.000
179.333,609.333
180.000,609.667
180.333,610.000
180.667,610.333
181.000,610.667
181.667,611.000
182.333,611.333
183.000,611.667
184.000,612.000
184.667,612.333
185.333,613.000
185.667,613.000
186.333,613.333
187.000,613.667
188.000,614.333
188.667,614.667
189.000,615.000
189.333,615.333
190.000,615.667
190.667,616.000
191.667,616.333
192.333,616.667
193.000,616.667
193.333,617.000
194.000,617.333
194.333,617.333
194.667,617.667
195.000,617.667
195.667,618.333
196.000,618.333
196.333,618.667
196.667,619.000
197.667,619.667
